original_design,original_ion,new_ion,swapped_design_id,structural_deviation_rmsd,plddt,new_binding_radius,coordination_number,net_charge,bidentate_count
CU_cfg8_des10,CU,ZN,CU_cfg8_des10_swapped_ZN,0.42806950211524963,0.8661,22.2568,0.0,0.0,0.0
CU_cfg8_des19,CU,CA,CU_cfg8_des19_swapped_CA,,0.868,12.952674,0.75,0.0,0.25
CU_cfg8_des19,CU,CE,CU_cfg8_des19_swapped_CE,0.6313237547874451,0.8643,14.982207,0.0,0.0,0.0
CU_cfg8_des19,CU,CO,CU_cfg8_des19_swapped_CO,0.6797035336494446,0.8724,19.631216,0.0,0.0,0.0
CU_cfg8_des19,CU,DY,CU_cfg8_des19_swapped_DY,0.4182380735874176,0.8661,13.088271,0.75,0.0,0.25
CU_cfg8_des19,CU,ER,CU_cfg8_des19_swapped_ER,0.7491909861564636,0.8667,18.126842,0.75,0.0,0.25
CU_cfg8_des19,CU,EU,CU_cfg8_des19_swapped_EU,0.5727623105049133,0.8671,13.073376,0.75,0.0,0.25
CU_cfg8_des19,CU,FE,CU_cfg8_des19_swapped_FE,0.7680478096008301,0.8661,10.532369,0.75,0.0,0.25
CU_cfg8_des19,CU,GD,CU_cfg8_des19_swapped_GD,0.5448611378669739,0.8663,15.307719,0.75,0.0,0.25
CU_cfg8_des19,CU,HO,CU_cfg8_des19_swapped_HO,0.5670543313026428,0.8663,12.918067,0.75,0.0,0.25
CU_cfg8_des19,CU,LA,CU_cfg8_des19_swapped_LA,0.47596192359924316,0.8671,12.982282,0.75,0.0,0.25
CU_cfg8_des19,CU,LU,CU_cfg8_des19_swapped_LU,0.6171817779541016,0.867,12.996535,0.75,0.0,0.25
CU_cfg8_des19,CU,MN,CU_cfg8_des19_swapped_MN,0.6931949853897095,0.8682,12.918652,0.75,0.0,0.25
CU_cfg8_des19,CU,ND,CU_cfg8_des19_swapped_ND,0.6311632394790649,0.8652,12.935398,0.75,0.0,0.25
CU_cfg8_des19,CU,NI,CU_cfg8_des19_swapped_NI,0.5434260964393616,0.8706,18.159166,0.75,0.0,0.25
CU_cfg8_des19,CU,PM,CU_cfg8_des19_swapped_PM,0.5746051669120789,0.8666,10.6875305,0.0,0.0,0.0
CU_cfg8_des19,CU,PR,CU_cfg8_des19_swapped_PR,0.6741039156913757,0.8687,12.973846,0.75,0.0,0.25
CU_cfg8_des19,CU,SM,CU_cfg8_des19_swapped_SM,0.35897335410118103,0.8668,13.057286,0.75,0.0,0.25
CU_cfg8_des19,CU,TB,CU_cfg8_des19_swapped_TB,0.3076757788658142,0.8674,13.05034,0.75,0.0,0.25
CU_cfg8_des19,CU,TM,CU_cfg8_des19_swapped_TM,0.6953874230384827,0.8651,15.260577,0.75,0.0,0.25
CU_cfg8_des19,CU,YB,CU_cfg8_des19_swapped_YB,0.6247374415397644,0.8692,14.907603,0.75,0.0,0.25
CU_cfg8_des19,CU,ZN,CU_cfg8_des19_swapped_ZN,0.5741015672683716,0.8649,22.24038,0.0,0.0,0.0
CU_cfg8_des8,CU,CA,CU_cfg8_des8_swapped_CA,,0.8646,13.337686,0.75,0.0,0.25
CU_cfg8_des8,CU,CE,CU_cfg8_des8_swapped_CE,0.22689779102802277,0.8691,11.531174,1.25,0.0,0.5
CU_cfg8_des8,CU,CO,CU_cfg8_des8_swapped_CO,0.31001126766204834,0.8758,18.46951,0.5,0.0,0.25
CU_cfg8_des8,CU,DY,CU_cfg8_des8_swapped_DY,0.41447558999061584,0.8689,13.41067,0.75,0.0,0.25
CU_cfg8_des8,CU,ER,CU_cfg8_des8_swapped_ER,0.371221125125885,0.8669,10.72139,0.75,0.0,0.25
CU_cfg8_des8,CU,EU,CU_cfg8_des8_swapped_EU,0.21975170075893402,0.8735,15.37254,0.0,0.0,0.0
CU_cfg8_des8,CU,FE,CU_cfg8_des8_swapped_FE,0.41972553730010986,0.867,20.177073,0.0,0.0,0.0
CU_cfg8_des8,CU,GD,CU_cfg8_des8_swapped_GD,0.2748637795448303,0.8692,9.252857,1.5,0.0,0.5
CU_cfg8_des8,CU,HO,CU_cfg8_des8_swapped_HO,0.3801463842391968,0.8693,13.715272,0.75,0.0,0.25
CU_cfg8_des8,CU,LA,CU_cfg8_des8_swapped_LA,0.5201275944709778,0.868,17.748611,0.0,0.0,0.0
CU_cfg8_des8,CU,LU,CU_cfg8_des8_swapped_LU,0.3639380931854248,0.8695,13.224013,0.75,0.0,0.25
CU_cfg8_des8,CU,MN,CU_cfg8_des8_swapped_MN,0.31041276454925537,0.8704,17.540285,0.0,0.0,0.0
CU_cfg8_des8,CU,ND,CU_cfg8_des8_swapped_ND,0.37956953048706055,0.8681,15.209285,0.0,0.0,0.0
CU_cfg8_des8,CU,NI,CU_cfg8_des8_swapped_NI,0.27864933013916016,0.8753,19.687757,0.0,0.0,0.0
CU_cfg8_des8,CU,PM,CU_cfg8_des8_swapped_PM,0.5855650901794434,0.8625,17.861097,0.0,0.0,0.0
CU_cfg8_des8,CU,PR,CU_cfg8_des8_swapped_PR,0.3698507249355316,0.8685,13.365901,0.75,0.0,0.25
CU_cfg8_des8,CU,SM,CU_cfg8_des8_swapped_SM,0.4160877764225006,0.8693,13.364399,0.75,0.0,0.25
CU_cfg8_des8,CU,TB,CU_cfg8_des8_swapped_TB,0.417595773935318,0.8697,13.288063,0.75,0.0,0.25
CU_cfg8_des8,CU,TM,CU_cfg8_des8_swapped_TM,0.2591240704059601,0.8633,13.111199,0.75,0.0,0.25
CU_cfg8_des8,CU,YB,CU_cfg8_des8_swapped_YB,0.2347750961780548,0.8711,13.712388,0.5,0.0,0.25
CU_cfg8_des8,CU,ZN,CU_cfg8_des8_swapped_ZN,0.48383909463882446,0.8652,10.717196,0.75,0.0,0.25
CU_cfg8_des5,CU,CA,CU_cfg8_des5_swapped_CA,,0.8706,15.285367,0.75,0.0,0.25
CU_cfg8_des5,CU,CE,CU_cfg8_des5_swapped_CE,0.4740466773509979,0.8642,11.1789055,1.5,0.0,0.5
CU_cfg8_des5,CU,CO,CU_cfg8_des5_swapped_CO,0.3265441656112671,0.8725,18.177322,0.75,0.0,0.25
CU_cfg8_des5,CU,DY,CU_cfg8_des5_swapped_DY,0.5889312624931335,0.8699,11.399914,1.5,0.0,0.5
CU_cfg8_des5,CU,ER,CU_cfg8_des5_swapped_ER,0.3113097846508026,0.8696,13.334125,0.75,0.0,0.25
CU_cfg8_des5,CU,EU,CU_cfg8_des5_swapped_EU,0.3044624328613281,0.8705,11.411519,1.5,0.0,0.5
CU_cfg8_des5,CU,FE,CU_cfg8_des5_swapped_FE,0.6280691623687744,0.8677,12.940376,0.75,0.0,0.25
CU_cfg8_des5,CU,GD,CU_cfg8_des5_swapped_GD,0.5428534746170044,0.8702,13.052415,0.75,0.0,0.25
CU_cfg8_des5,CU,HO,CU_cfg8_des5_swapped_HO,0.3460361361503601,0.8701,11.201839,1.5,0.0,0.5
CU_cfg8_des5,CU,LA,CU_cfg8_des5_swapped_LA,0.5345281958580017,0.8713,17.65138,0.0,0.0,0.0
CU_cfg8_des5,CU,LU,CU_cfg8_des5_swapped_LU,0.43658995628356934,0.8673,11.314067,1.5,0.0,0.5
CU_cfg8_des5,CU,MN,CU_cfg8_des5_swapped_MN,0.5604975819587708,0.869,17.681711,0.0,0.0,0.0
CU_cfg8_des5,CU,ND,CU_cfg8_des5_swapped_ND,0.622212290763855,0.8659,12.876475,0.75,0.0,0.25
CU_cfg8_des5,CU,NI,CU_cfg8_des5_swapped_NI,0.24914202094078064,0.8715,22.087973,0.0,0.0,0.0
CU_cfg8_des5,CU,PM,CU_cfg8_des5_swapped_PM,0.47352129220962524,0.8645,11.256813,0.75,0.0,0.25
CU_cfg8_des5,CU,PR,CU_cfg8_des5_swapped_PR,0.5790565609931946,0.8708,11.424535,1.5,0.0,0.5
CU_cfg8_des5,CU,SM,CU_cfg8_des5_swapped_SM,0.415079265832901,0.8703,11.43071,1.5,0.0,0.5
CU_cfg8_des5,CU,TB,CU_cfg8_des5_swapped_TB,0.3580161929130554,0.8695,11.348273,1.5,0.0,0.5
CU_cfg8_des5,CU,TM,CU_cfg8_des5_swapped_TM,0.3251391053199768,0.8685,12.859131,0.75,0.0,0.25
CU_cfg8_des5,CU,YB,CU_cfg8_des5_swapped_YB,0.5708168745040894,0.8706,13.084691,0.75,0.0,0.25
CU_cfg8_des5,CU,ZN,CU_cfg8_des5_swapped_ZN,0.6627103686332703,0.865,13.719546,0.75,0.0,0.25
CU_cfg8_des3,CU,CA,CU_cfg8_des3_swapped_CA,,0.8578,18.278984,0.0,0.0,0.0
CU_cfg8_des3,CU,CE,CU_cfg8_des3_swapped_CE,0.4404589533805847,0.8635,15.7621355,0.75,0.0,0.25
CU_cfg8_des3,CU,CO,CU_cfg8_des3_swapped_CO,0.4704113006591797,0.8754,6.8007417,1.25,0.0,0.5
CU_cfg8_des3,CU,DY,CU_cfg8_des3_swapped_DY,0.3244839012622833,0.8693,13.276604,0.75,0.0,0.25
CU_cfg8_des3,CU,ER,CU_cfg8_des3_swapped_ER,0.4400438964366913,0.8643,10.652402,0.75,0.0,0.25
CU_cfg8_des3,CU,EU,CU_cfg8_des3_swapped_EU,0.3296200931072235,0.8722,15.816142,0.75,0.0,0.25
CU_cfg8_des3,CU,FE,CU_cfg8_des3_swapped_FE,0.33910343050956726,0.8655,22.580315,0.0,0.0,0.0
CU_cfg8_des3,CU,GD,CU_cfg8_des3_swapped_GD,0.3262855112552643,0.8686,18.546913,0.0,0.0,0.0
CU_cfg8_des3,CU,HO,CU_cfg8_des3_swapped_HO,0.39898794889450073,0.8667,13.179915,0.75,0.0,0.25
CU_cfg8_des3,CU,LA,CU_cfg8_des3_swapped_LA,0.38691094517707825,0.8636,13.325191,0.75,0.0,0.25
CU_cfg8_des3,CU,LU,CU_cfg8_des3_swapped_LU,0.3759296238422394,0.8687,15.379697,0.0,0.0,0.0
CU_cfg8_des3,CU,MN,CU_cfg8_des3_swapped_MN,0.368004709482193,0.8713,17.937029,0.0,0.0,0.0
CU_cfg8_des3,CU,ND,CU_cfg8_des3_swapped_ND,0.3174477517604828,0.8654,11.375668,1.5,0.0,0.5
CU_cfg8_des3,CU,NI,CU_cfg8_des3_swapped_NI,0.35092586278915405,0.8739,19.978064,0.0,0.0,0.0
CU_cfg8_des3,CU,PM,CU_cfg8_des3_swapped_PM,0.4411258399486542,0.8629,17.474615,0.0,0.0,0.0
CU_cfg8_des3,CU,PR,CU_cfg8_des3_swapped_PR,0.3568574786186218,0.8691,22.729677,0.0,0.0,0.0
CU_cfg8_des3,CU,SM,CU_cfg8_des3_swapped_SM,0.39117878675460815,0.8694,13.4631815,0.75,0.0,0.25
CU_cfg8_des3,CU,TB,CU_cfg8_des3_swapped_TB,0.3401727080345154,0.8705,11.331177,1.25,0.0,0.5
CU_cfg8_des3,CU,TM,CU_cfg8_des3_swapped_TM,0.46010586619377136,0.8598,18.157423,0.0,0.0,0.0
CU_cfg8_des3,CU,YB,CU_cfg8_des3_swapped_YB,0.34828174114227295,0.8696,18.650812,0.0,0.0,0.0
CU_cfg8_des3,CU,ZN,CU_cfg8_des3_swapped_ZN,0.40922003984451294,0.8614,18.571337,0.75,0.0,0.25
CU_cfg8_des20,CU,CA,CU_cfg8_des20_swapped_CA,,0.8612,13.249398,0.75,0.0,0.25
CU_cfg8_des20,CU,CE,CU_cfg8_des20_swapped_CE,0.296096533536911,0.8618,11.437139,1.5,0.0,0.5
CU_cfg8_des20,CU,CO,CU_cfg8_des20_swapped_CO,0.29887402057647705,0.8722,6.652601,1.5,0.0,0.5
CU_cfg8_des20,CU,DY,CU_cfg8_des20_swapped_DY,0.3943381905555725,0.8656,13.358115,0.75,0.0,0.25
CU_cfg8_des20,CU,ER,CU_cfg8_des20_swapped_ER,0.5985890030860901,0.8625,9.087859,1.5,0.0,0.5
CU_cfg8_des20,CU,EU,CU_cfg8_des20_swapped_EU,0.2489749789237976,0.8692,13.278075,0.75,0.0,0.25
CU_cfg8_des20,CU,FE,CU_cfg8_des20_swapped_FE,0.281341016292572,0.8659,15.010503,0.0,0.0,0.0
CU_cfg8_des20,CU,GD,CU_cfg8_des20_swapped_GD,0.3197968304157257,0.866,11.5652685,1.5,0.0,0.5
CU_cfg8_des20,CU,HO,CU_cfg8_des20_swapped_HO,0.33260011672973633,0.8659,22.44938,0.0,0.0,0.0
CU_cfg8_des20,CU,LA,CU_cfg8_des20_swapped_LA,0.35256147384643555,0.8657,15.325024,0.0,0.0,0.0
CU_cfg8_des20,CU,LU,CU_cfg8_des20_swapped_LU,0.29697510600090027,0.8663,11.468991,1.5,0.0,0.5
CU_cfg8_des20,CU,MN,CU_cfg8_des20_swapped_MN,0.21272189915180206,0.8672,11.408794,1.5,0.0,0.5
CU_cfg8_des20,CU,ND,CU_cfg8_des20_swapped_ND,0.3444373905658722,0.8644,13.284875,0.75,0.0,0.25
CU_cfg8_des20,CU,NI,CU_cfg8_des20_swapped_NI,0.24966932833194733,0.8706,6.681837,1.5,0.0,0.5
CU_cfg8_des20,CU,PM,CU_cfg8_des20_swapped_PM,0.35092923045158386,0.8598,9.067302,0.75,0.0,0.25
CU_cfg8_des20,CU,PR,CU_cfg8_des20_swapped_PR,0.6551446914672852,0.8676,11.665115,1.5,0.0,0.5
CU_cfg8_des20,CU,SM,CU_cfg8_des20_swapped_SM,0.3605557978153229,0.8654,13.239839,0.75,0.0,0.25
CU_cfg8_des20,CU,TB,CU_cfg8_des20_swapped_TB,0.41469281911849976,0.8682,13.170204,0.75,0.0,0.25
CU_cfg8_des20,CU,TM,CU_cfg8_des20_swapped_TM,0.4125977158546448,0.8599,13.164596,0.75,0.0,0.25
CU_cfg8_des20,CU,YB,CU_cfg8_des20_swapped_YB,0.37720879912376404,0.8691,11.518971,1.5,0.0,0.5
CU_cfg8_des20,CU,ZN,CU_cfg8_des20_swapped_ZN,0.5968015193939209,0.8619,18.063757,0.75,0.0,0.25
CU_cfg8_des1,CU,CA,CU_cfg8_des1_swapped_CA,,0.8622,13.301994,0.75,0.0,0.25
CU_cfg8_des1,CU,CE,CU_cfg8_des1_swapped_CE,0.2665310800075531,0.8615,13.327008,0.75,0.0,0.25
CU_cfg8_des1,CU,CO,CU_cfg8_des1_swapped_CO,0.37240228056907654,0.8701,10.760394,0.75,0.0,0.25
CU_cfg8_des1,CU,DY,CU_cfg8_des1_swapped_DY,0.30717143416404724,0.8658,13.382972,0.75,0.0,0.25
CU_cfg8_des1,CU,ER,CU_cfg8_des1_swapped_ER,0.22735871374607086,0.8623,10.777507,0.75,0.0,0.25
CU_cfg8_des1,CU,EU,CU_cfg8_des1_swapped_EU,0.29899197816848755,0.8654,13.572402,0.75,0.0,0.25
CU_cfg8_des1,CU,FE,CU_cfg8_des1_swapped_FE,0.30279138684272766,0.8636,6.7835503,1.5,0.0,0.5
CU_cfg8_des1,CU,GD,CU_cfg8_des1_swapped_GD,0.29447126388549805,0.8647,15.546912,0.0,0.0,0.0
CU_cfg8_des1,CU,HO,CU_cfg8_des1_swapped_HO,0.3315143883228302,0.8648,22.515001,0.0,0.0,0.0
CU_cfg8_des1,CU,LA,CU_cfg8_des1_swapped_LA,0.36722928285598755,0.8642,13.364044,0.75,0.0,0.25
CU_cfg8_des1,CU,LU,CU_cfg8_des1_swapped_LU,0.31862345337867737,0.8636,13.3520155,0.75,0.0,0.25
CU_cfg8_des1,CU,MN,CU_cfg8_des1_swapped_MN,0.4948112666606903,0.865,11.548331,1.5,0.0,0.5
CU_cfg8_des1,CU,ND,CU_cfg8_des1_swapped_ND,0.3023349642753601,0.8619,11.48079,1.5,0.0,0.5
CU_cfg8_des1,CU,NI,CU_cfg8_des1_swapped_NI,0.3209839165210724,0.8693,10.727057,0.75,0.0,0.25
CU_cfg8_des1,CU,PM,CU_cfg8_des1_swapped_PM,0.4862810969352722,0.8608,13.049975,0.0,0.0,0.0
CU_cfg8_des1,CU,PR,CU_cfg8_des1_swapped_PR,0.6116725206375122,0.865,11.408279,1.5,0.0,0.5
CU_cfg8_des1,CU,SM,CU_cfg8_des1_swapped_SM,0.4781697392463684,0.8637,11.451329,1.5,0.0,0.5
CU_cfg8_des1,CU,TB,CU_cfg8_des1_swapped_TB,0.24324294924736023,0.8663,11.445689,1.5,0.0,0.5
CU_cfg8_des1,CU,TM,CU_cfg8_des1_swapped_TM,0.23986901342868805,0.8603,13.329043,0.75,0.0,0.25
CU_cfg8_des1,CU,YB,CU_cfg8_des1_swapped_YB,0.2349475920200348,0.8669,11.542951,1.5,0.0,0.5
CU_cfg8_des1,CU,ZN,CU_cfg8_des1_swapped_ZN,0.29771989583969116,0.8613,13.203971,0.0,0.0,0.0
CU_cfg8_des7,CU,CA,CU_cfg8_des7_swapped_CA,,0.867,13.198365,0.75,0.0,0.25
CU_cfg8_des7,CU,CE,CU_cfg8_des7_swapped_CE,0.9289637804031372,0.863,13.401868,0.75,0.0,0.25
CU_cfg8_des7,CU,CO,CU_cfg8_des7_swapped_CO,1.1083658933639526,0.8706,22.415184,0.0,0.0,0.0
CU_cfg8_des7,CU,DY,CU_cfg8_des7_swapped_DY,1.133953332901001,0.8685,11.552795,1.25,0.0,0.5
CU_cfg8_des7,CU,ER,CU_cfg8_des7_swapped_ER,0.8788036704063416,0.8646,13.227967,0.75,0.0,0.25
CU_cfg8_des7,CU,EU,CU_cfg8_des7_swapped_EU,0.8047606945037842,0.8667,11.608864,1.25,0.0,0.5
CU_cfg8_des7,CU,FE,CU_cfg8_des7_swapped_FE,1.1355643272399902,0.8665,10.708112,0.75,0.0,0.25
CU_cfg8_des7,CU,GD,CU_cfg8_des7_swapped_GD,0.8236522078514099,0.8672,13.437451,0.75,0.0,0.25
CU_cfg8_des7,CU,HO,CU_cfg8_des7_swapped_HO,0.9922770857810974,0.8671,13.264852,0.75,0.0,0.25
CU_cfg8_des7,CU,LA,CU_cfg8_des7_swapped_LA,0.9170123338699341,0.8673,13.358272,0.75,0.0,0.25
CU_cfg8_des7,CU,LU,CU_cfg8_des7_swapped_LU,0.9910486340522766,0.8658,13.267978,0.75,0.0,0.25
CU_cfg8_des7,CU,MN,CU_cfg8_des7_swapped_MN,1.0418778657913208,0.8703,11.497397,1.5,0.0,0.5
CU_cfg8_des7,CU,ND,CU_cfg8_des7_swapped_ND,1.043892741203308,0.8649,11.554076,1.5,0.0,0.5
CU_cfg8_des7,CU,NI,CU_cfg8_des7_swapped_NI,1.0799447298049927,0.8703,18.419275,0.75,0.0,0.25
CU_cfg8_des7,CU,PM,CU_cfg8_des7_swapped_PM,0.9567727446556091,0.8614,17.47851,0.0,0.0,0.0
CU_cfg8_des7,CU,PR,CU_cfg8_des7_swapped_PR,1.1002566814422607,0.8677,13.428977,0.75,0.0,0.25
CU_cfg8_des7,CU,SM,CU_cfg8_des7_swapped_SM,0.9527640342712402,0.8683,13.364953,0.75,0.0,0.25
CU_cfg8_des7,CU,TB,CU_cfg8_des7_swapped_TB,0.8970728516578674,0.8685,11.515677,1.25,0.0,0.5
CU_cfg8_des7,CU,TM,CU_cfg8_des7_swapped_TM,1.0041072368621826,0.8656,15.266003,0.75,0.0,0.25
CU_cfg8_des7,CU,YB,CU_cfg8_des7_swapped_YB,1.0027782917022705,0.8697,11.644448,1.25,0.0,0.5
CU_cfg8_des7,CU,ZN,CU_cfg8_des7_swapped_ZN,0.9723617434501648,0.8627,18.291773,0.75,0.0,0.25
CU_cfg24_des18,CU,CA,CU_cfg24_des18_swapped_CA,,0.8579,14.025978,0.0,0.0,0.0
CU_cfg24_des18,CU,CE,CU_cfg24_des18_swapped_CE,0.5723280906677246,0.8596,14.879471,0.0,0.0,0.0
CU_cfg24_des18,CU,CO,CU_cfg24_des18_swapped_CO,0.3660561740398407,0.8735,15.018627,0.0,0.0,0.0
CU_cfg24_des18,CU,DY,CU_cfg24_des18_swapped_DY,0.6272563934326172,0.8641,15.875236,1.0,0.0,0.25
CU_cfg24_des18,CU,ER,CU_cfg24_des18_swapped_ER,0.7251026034355164,0.8555,14.967425,0.0,0.0,0.0
CU_cfg24_des18,CU,EU,CU_cfg24_des18_swapped_EU,0.39288362860679626,0.8601,15.182362,0.0,0.0,0.0
CU_cfg24_des18,CU,FE,CU_cfg24_des18_swapped_FE,0.3383626341819763,0.8623,11.097386,1.75,0.0,0.75
CU_cfg24_des18,CU,GD,CU_cfg24_des18_swapped_GD,0.5520718693733215,0.8624,11.098916,1.75,0.0,0.75
CU_cfg24_des18,CU,HO,CU_cfg24_des18_swapped_HO,0.3052477240562439,0.8645,18.859718,0.0,0.0,0.0
CU_cfg24_des18,CU,LA,CU_cfg24_des18_swapped_LA,0.6638373732566833,0.8588,15.012637,0.0,0.0,0.0
CU_cfg24_des18,CU,LU,CU_cfg24_des18_swapped_LU,0.5572591423988342,0.859,15.143594,0.0,0.0,0.0
CU_cfg24_des18,CU,MN,CU_cfg24_des18_swapped_MN,0.6784301400184631,0.8645,14.900882,0.0,0.0,0.0
CU_cfg24_des18,CU,ND,CU_cfg24_des18_swapped_ND,0.633920431137085,0.8595,13.323777,0.5,0.0,0.25
CU_cfg24_des18,CU,NI,CU_cfg24_des18_swapped_NI,0.5943756103515625,0.8716,10.379787,1.0,0.0,0.25
CU_cfg24_des18,CU,PM,CU_cfg24_des18_swapped_PM,0.9201101660728455,0.8514,19.113434,0.0,0.0,0.0
CU_cfg24_des18,CU,PR,CU_cfg24_des18_swapped_PR,0.4705365300178528,0.8602,12.795484,1.25,0.0,0.5
CU_cfg24_des18,CU,SM,CU_cfg24_des18_swapped_SM,0.7115963697433472,0.8587,15.020455,0.0,0.0,0.0
CU_cfg24_des18,CU,TB,CU_cfg24_des18_swapped_TB,0.5425547361373901,0.8633,13.454709,0.5,0.0,0.25
CU_cfg24_des18,CU,TM,CU_cfg24_des18_swapped_TM,0.5111989974975586,0.8587,13.037498,1.25,0.0,0.5
CU_cfg24_des18,CU,YB,CU_cfg24_des18_swapped_YB,0.3992300033569336,0.8636,13.665946,1.25,0.0,0.5
CU_cfg24_des18,CU,ZN,CU_cfg24_des18_swapped_ZN,0.44579607248306274,0.8587,15.79443,1.0,0.0,0.25
CU_cfg37_des8,CU,CA,CU_cfg37_des8_swapped_CA,,0.8509,14.684583,0.75,0.0,0.25
CU_cfg37_des8,CU,CE,CU_cfg37_des8_swapped_CE,0.7009397745132446,0.8624,15.133865,0.75,0.0,0.25
CU_cfg37_des8,CU,CO,CU_cfg37_des8_swapped_CO,0.7553192377090454,0.8656,14.801829,0.75,0.0,0.25
CU_cfg37_des8,CU,DY,CU_cfg37_des8_swapped_DY,0.7384846806526184,0.8583,15.011772,0.75,0.0,0.25
CU_cfg37_des8,CU,ER,CU_cfg37_des8_swapped_ER,0.4443221092224121,0.8523,17.509125,0.0,0.0,0.0
CU_cfg37_des8,CU,EU,CU_cfg37_des8_swapped_EU,0.6708396077156067,0.862,14.274239,0.75,0.0,0.25
CU_cfg37_des8,CU,FE,CU_cfg37_des8_swapped_FE,0.8429869413375854,0.8591,13.995198,0.75,0.0,0.25
CU_cfg37_des8,CU,GD,CU_cfg37_des8_swapped_GD,0.736788272857666,0.8581,13.00377,1.25,0.0,0.5
CU_cfg37_des8,CU,HO,CU_cfg37_des8_swapped_HO,0.7115540504455566,0.8593,17.741144,0.0,0.0,0.0
CU_cfg37_des8,CU,LA,CU_cfg37_des8_swapped_LA,0.882327675819397,0.8572,14.476974,0.75,0.0,0.25
CU_cfg37_des8,CU,LU,CU_cfg37_des8_swapped_LU,0.5222668051719666,0.8612,14.276035,0.75,0.0,0.25
CU_cfg37_des8,CU,MN,CU_cfg37_des8_swapped_MN,0.861147403717041,0.8606,14.986832,0.75,0.0,0.25
CU_cfg37_des8,CU,ND,CU_cfg37_des8_swapped_ND,0.6540164947509766,0.8615,13.979623,0.75,0.0,0.25
CU_cfg37_des8,CU,NI,CU_cfg37_des8_swapped_NI,0.5041913390159607,0.8662,14.676838,0.75,0.0,0.25
CU_cfg37_des8,CU,PM,CU_cfg37_des8_swapped_PM,0.6046510338783264,0.8599,15.399188,0.0,0.0,0.0
CU_cfg37_des8,CU,PR,CU_cfg37_des8_swapped_PR,0.6157068014144897,0.8578,14.86956,0.75,0.0,0.25
CU_cfg37_des8,CU,SM,CU_cfg37_des8_swapped_SM,0.5635748505592346,0.8542,17.902239,0.0,0.0,0.0
CU_cfg37_des8,CU,TB,CU_cfg37_des8_swapped_TB,0.5731452703475952,0.8597,12.296712,1.25,0.0,0.5
CU_cfg37_des8,CU,TM,CU_cfg37_des8_swapped_TM,0.6052189469337463,0.8512,14.599777,0.75,0.0,0.25
CU_cfg37_des8,CU,YB,CU_cfg37_des8_swapped_YB,0.9069013595581055,0.862,18.852083,0.5,0.0,0.25
CU_cfg37_des8,CU,ZN,CU_cfg37_des8_swapped_ZN,0.7029913067817688,0.857,14.79363,0.75,0.0,0.25
DY_cfg34_des4,DY,CA,DY_cfg34_des4_swapped_CA,,0.8662,18.067541,0.75,0.0,0.25
DY_cfg34_des4,DY,CE,DY_cfg34_des4_swapped_CE,0.4164156913757324,0.8626,13.012164,0.0,0.0,0.0
DY_cfg34_des4,DY,CO,DY_cfg34_des4_swapped_CO,0.40165749192237854,0.8723,22.373453,0.0,0.0,0.0
DY_cfg34_des4,DY,CU,DY_cfg34_des4_swapped_CU,0.37648653984069824,0.8575,12.2564745,0.5,0.0,0.25
DY_cfg34_des4,DY,ER,DY_cfg34_des4_swapped_ER,0.5229233503341675,0.8645,8.589378,0.25,0.0,0.0
DY_cfg34_des4,DY,EU,DY_cfg34_des4_swapped_EU,0.36604493856430054,0.8667,21.833536,0.0,0.0,0.0
DY_cfg34_des4,DY,FE,DY_cfg34_des4_swapped_FE,0.23635560274124146,0.8622,12.457719,0.0,0.0,0.0
DY_cfg34_des4,DY,GD,DY_cfg34_des4_swapped_GD,0.35310468077659607,0.8697,21.745247,0.0,0.0,0.0
DY_cfg34_des4,DY,HO,DY_cfg34_des4_swapped_HO,0.37725111842155457,0.8688,18.329145,0.75,0.0,0.25
DY_cfg34_des4,DY,LA,DY_cfg34_des4_swapped_LA,0.2587527334690094,0.8711,22.690666,0.0,0.0,0.0
DY_cfg34_des4,DY,LU,DY_cfg34_des4_swapped_LU,0.33468833565711975,0.8666,13.553014,0.5,0.0,0.25
DY_cfg34_des4,DY,MN,DY_cfg34_des4_swapped_MN,0.21188724040985107,0.8707,11.762713,0.75,0.0,0.25
DY_cfg34_des4,DY,ND,DY_cfg34_des4_swapped_ND,0.35634246468544006,0.8684,11.49057,1.0,0.0,0.25
DY_cfg34_des4,DY,NI,DY_cfg34_des4_swapped_NI,0.22657349705696106,0.8725,21.969553,0.0,0.0,0.0
DY_cfg34_des4,DY,PM,DY_cfg34_des4_swapped_PM,0.8495497703552246,0.8644,17.306486,0.0,0.0,0.0
DY_cfg34_des4,DY,PR,DY_cfg34_des4_swapped_PR,0.48410582542419434,0.871,21.766924,0.0,0.0,0.0
DY_cfg34_des4,DY,SM,DY_cfg34_des4_swapped_SM,0.4025525450706482,0.8694,18.334616,0.5,0.0,0.25
DY_cfg34_des4,DY,TB,DY_cfg34_des4_swapped_TB,0.3924301862716675,0.8696,21.670921,0.0,0.0,0.0
DY_cfg34_des4,DY,TM,DY_cfg34_des4_swapped_TM,0.40723520517349243,0.8647,11.0976,1.25,0.0,0.25
DY_cfg34_des4,DY,YB,DY_cfg34_des4_swapped_YB,0.3008401393890381,0.8743,11.243909,1.25,0.0,0.25
DY_cfg34_des4,DY,ZN,DY_cfg34_des4_swapped_ZN,0.3041750192642212,0.865,13.208019,0.5,0.0,0.25
DY_cfg14_des18,DY,CA,DY_cfg14_des18_swapped_CA,,0.8618,26.641716,0.0,0.0,0.0
